0.25	0.90804871444393
0.255	0.90905776388558
0.26	0.91040767869058
0.265	0.91211405010958
0.27	0.91419230525141
0.275	0.91665743597626
0.28	0.91952361287688
0.285	0.9228036434478
0.29	0.92650821901394
0.295	0.93064487516432
0.3	0.93521656332768
0.305	0.94021969409937
0.31	0.94564146242811
0.315	0.95145619615452
0.32	0.95762037686857
0.325	0.96406585878356
0.33	0.97069065047266
0.335	0.97734642143639
0.34	0.98382165457824
0.345	0.98981911182558
0.35	0.99492608477069
0.355	0.99857593096701
0.36	0.99999999303774
0.365	0.99817081516141
0.37	0.99174173834961
0.375	0.97899616965247
0.38	0.95783401693439
0.385	0.92584354976301
0.39	0.88052934398114
0.395	0.81977312306783
0.4	0.74255763850207
0.405	0.64984246201888
0.41	0.5452557967014
0.415	0.4351051879119
0.42	0.32736637538322
0.425	0.22986502845895
0.43	0.14844594382432
0.435	0.085967081867532
0.44	0.042396001242237
0.445	0.015659409418282
0.45	0.002679025765844
0.455	0.00019769881321419
0.46	0.005270680129652
0.465	0.015471985969827
0.47	0.028920414668929
0.475	0.04421651272519
0.48	0.060349348771345
0.485	0.076603863805467
0.49	0.092481512316318
0.495	0.10763725736658
0.5	0.12183164766906
0.505	0.13489522834044
0.51	0.14670239802919
0.515	0.15715220812203
0.52	0.16615411656727
0.525	0.17361720029115
0.53	0.1794417498384
0.535	0.18351252419992
0.54	0.18569326555866
0.545	0.18582241460749
0.55	0.1837104029487
0.555	0.17913954499742
0.56	0.17186858796492
0.565	0.16164568499205
0.57	0.14823634427921
0.575	0.13147729223906
0.58	0.11137354666026
0.585	0.088263666388548
0.59	0.063082960526267
0.595	0.037743318259823
0.6	0.015591275445334
0.605	0.0017567948551455
0.61	0.0029517305184159
0.615	0.026096715874434
0.62	0.075558962505376
0.625	0.15014848779129
0.63	0.24228019953126
0.635	0.3406224324817
0.64	0.43446453890831
0.645	0.51673615142139
0.65	0.58447122605756
0.655	0.63765489218994
0.66	0.67778811998037
0.665	0.70684793766526
0.67	0.72672717821473
0.675	0.73900911210912
0.68	0.7449226134396
0.685	0.74537624504793
0.69	0.74101761895541
0.695	0.73229407190201
